genome_id	antibiotic	phenotype	method	measurement	unit
573.42914	tobramycin	R	MIC	>=16	mg/L
573.41977	tobramycin	R	Broth dilution	>=16	mg/L
573.41950	tobramycin	S	Broth dilution	<=1	mg/L
573.42007	tobramycin	S	Broth dilution	<=1	mg/L
573.40388	tobramycin	S	Broth dilution	<=1	mg/L
573.42952	tobramycin	R	MIC	>=16	mg/L
573.42008	tobramycin	R	Broth dilution	>=16	mg/L
573.41991	tobramycin	S	Broth dilution	<=1	mg/L
573.44126	tobramycin	S	MIC	<=1	mg/L
573.41971	tobramycin	S	Broth dilution	<=1	mg/L
573.42898	tobramycin	S	MIC	<=1	mg/L
573.42032	tobramycin	S	Broth dilution	<=1	mg/L
573.41088	tobramycin	S	Broth dilution	<=1	mg/L
573.41164	tobramycin	R	Broth dilution	>=16	mg/L
573.42959	tobramycin	S	MIC	<=1	mg/L
573.42001	tobramycin	R	Broth dilution	>=16	mg/L
573.41938	tobramycin	S	Broth dilution	<=1	mg/L
573.44618	tobramycin	R	MIC	>=16	mg/L
573.42905	tobramycin	S	MIC	<=1	mg/L
573.42013	tobramycin	S	Broth dilution	<=1	mg/L
573.41936	tobramycin	S	Broth dilution	<=1	mg/L
573.40429	tobramycin	S	Broth dilution	<=1	mg/L
573.44051	tobramycin	S	MIC	<=1	mg/L
573.42003	tobramycin	S	Broth dilution	<=1	mg/L
573.42955	tobramycin	R	MIC	>=16	mg/L
573.41297	tobramycin	S	Broth dilution	<=1	mg/L
573.41968	tobramycin	R	Broth dilution	>=16	mg/L
573.43102	tobramycin	R	MIC	>=16	mg/L
573.44129	tobramycin	S	MIC	<=1	mg/L
573.48018	tobramycin	S	Computational Prediction		
573.50542	tobramycin	R	Computational Prediction		
573.14400	tobramycin	R	Broth dilution	>8	mg/L
573.13942	tobramycin	R	Broth dilution	>8	mg/L
573.13255	tobramycin	R	Broth dilution	>8	mg/L
573.15367	tobramycin	S	Broth dilution		
573.49156	tobramycin	S	Computational Prediction		
573.12968	tobramycin	S	Broth dilution	1	mg/L
573.24404	tobramycin	S	Broth dilution	0.5	mg/L
573.48221	tobramycin	R	Computational Prediction		
573.14056	tobramycin	S	Broth dilution	<=2	mg/L
573.49045	tobramycin	R	Computational Prediction		
573.49150	tobramycin	R	Computational Prediction		
573.49021	tobramycin	R	Computational Prediction		
573.14168	tobramycin	S	Broth dilution	<=2	mg/L
573.14411	tobramycin	S	Broth dilution	<=2	mg/L
573.13040	tobramycin	R	Broth dilution	>8	mg/L
573.49075	tobramycin	R	Computational Prediction		
573.13298	tobramycin	R	Broth dilution	>8	mg/L
573.14289	tobramycin	R	Broth dilution	>8	mg/L
573.24307	tobramycin	S	Broth dilution	1	mg/L
573.48277	tobramycin	R	Computational Prediction		
573.49018	tobramycin	R	Computational Prediction		
573.12778	tobramycin	R	Broth dilution	>16	mg/L
573.48103	tobramycin	S	Computational Prediction		
573.49010	tobramycin	R	Computational Prediction		
573.15716	tobramycin	R	Disk diffusion		
573.14399	tobramycin	R	Broth dilution	>8	mg/L
573.67321	tobramycin	S	Broth dilution		
573.66113	tobramycin	S	Broth dilution		
573.48975	tobramycin	S	Computational Prediction		
573.48117	tobramycin	S	Computational Prediction		
573.5777	tobramycin	R	Broth dilution	>=16	mg/L
573.14328	tobramycin	S	Broth dilution	<=2	mg/L
573.50571	tobramycin	S	Computational Prediction		
573.13860	tobramycin	S	Broth dilution	<=2	mg/L
573.13631	tobramycin	R	Broth dilution	>8	mg/L
573.49137	tobramycin	R	Computational Prediction		
573.48171	tobramycin	R	Computational Prediction		
573.46116	tobramycin	S	Broth dilution		
573.24288	tobramycin	R	Broth dilution	16	mg/L
573.50423	tobramycin	S	Computational Prediction		
573.14366	tobramycin	S	Broth dilution	<=2	mg/L
573.48227	tobramycin	R	Computational Prediction		
573.46064	tobramycin	R	Broth dilution		
573.13968	tobramycin	S	Broth dilution	<=2	mg/L
573.49160	tobramycin	S	Computational Prediction		
573.14156	tobramycin	S	Broth dilution	<=2	mg/L
573.13659	tobramycin	S	Broth dilution	<=2	mg/L
573.13263	tobramycin	S	Broth dilution	<=2	mg/L
573.48999	tobramycin	S	Computational Prediction		
573.13430	tobramycin	S	Broth dilution	<=2	mg/L
573.46070	tobramycin	S	Broth dilution		
573.13944	tobramycin	S	Broth dilution	<=2	mg/L
573.50618	tobramycin	S	Computational Prediction		
573.48165	tobramycin	R	Computational Prediction		
573.9722	tobramycin	R	Broth dilution	>16	mg/L
573.48987	tobramycin	R	Computational Prediction		
573.15372	tobramycin	S	Broth dilution		
573.67204	tobramycin	R	Broth dilution		
573.14142	tobramycin	S	Broth dilution	<=2	mg/L
573.15685	tobramycin	R	Disk diffusion		
573.49025	tobramycin	R	Computational Prediction		
573.49125	tobramycin	S	Computational Prediction		
573.5781	tobramycin	R	Broth dilution	>=16	mg/L
573.13362	tobramycin	R	Broth dilution	>8	mg/L
573.14135	tobramycin	R	Broth dilution	>8	mg/L
573.50543	tobramycin	S	Computational Prediction		
573.12960	tobramycin	S	Broth dilution	2	mg/L
573.50503	tobramycin	R	Computational Prediction		
573.13137	tobramycin	S	Broth dilution	<=2	mg/L
573.49083	tobramycin	S	Computational Prediction		
573.48045	tobramycin	S	Computational Prediction		
573.67251	tobramycin	R	Broth dilution		
573.14285	tobramycin	S	Broth dilution	<=2	mg/L
573.66128	tobramycin	S	Broth dilution		
573.66162	tobramycin	S	Broth dilution		
573.49002	tobramycin	S	Computational Prediction		
573.15525	tobramycin	S	Broth dilution		
573.24412	tobramycin	R	Broth dilution	16	mg/L
573.14207	tobramycin	S	Broth dilution	<=2	mg/L
573.13331	tobramycin	R	Broth dilution	>8	mg/L
573.24344	tobramycin	S	Broth dilution	0.5	mg/L
573.24284	tobramycin	R	Broth dilution	16	mg/L
573.67287	tobramycin	R	Broth dilution		
573.48176	tobramycin	R	Computational Prediction		
573.15376	tobramycin	R	Broth dilution		
573.13759	tobramycin	R	Broth dilution	>8	mg/L
573.24300	tobramycin	R	Broth dilution	16	mg/L
573.13800	tobramycin	S	Broth dilution	<=2	mg/L
573.24352	tobramycin	R	Broth dilution	16	mg/L
573.15652	tobramycin	R	Disk diffusion		
573.13547	tobramycin	S	Broth dilution	<=2	mg/L
573.40354	tobramycin	S	Disk diffusion	==20	mm
573.67209	tobramycin	R	Broth dilution		
573.48267	tobramycin	R	Computational Prediction		
573.15605	tobramycin	S	Broth dilution		
573.14506	tobramycin	S	Broth dilution	4	mg/L
573.50000	tobramycin	R	MIC	>2	mg/L
573.67208	tobramycin	S	Broth dilution		
573.67233	tobramycin	R	Broth dilution		
573.1720	tobramycin	R	Disk diffusion	>4	mg/L
573.48054	tobramycin	S	Computational Prediction		
573.49026	tobramycin	R	Computational Prediction		
573.15653	tobramycin	R	Disk diffusion		
573.24263	tobramycin	R	Broth dilution	16	mg/L
573.48152	tobramycin	R	Computational Prediction		
573.13557	tobramycin	R	Broth dilution	>8	mg/L
573.49110	tobramycin	S	Computational Prediction		
573.13820	tobramycin	S	Broth dilution	<=2	mg/L
573.67216	tobramycin	S	Broth dilution		
573.13412	tobramycin	R	Broth dilution	>8	mg/L
573.13587	tobramycin	R	Broth dilution	>8	mg/L
573.50456	tobramycin	R	Computational Prediction		
573.50442	tobramycin	R	Computational Prediction		
573.5678	tobramycin	R	Broth dilution	8	mg/L
573.50529	tobramycin	R	Computational Prediction		
573.13090	tobramycin	S	Broth dilution	<=2	mg/L
573.48083	tobramycin	S	Computational Prediction		
573.13589	tobramycin	R	Broth dilution	>8	mg/L
573.13074	tobramycin	R	Broth dilution	>8	mg/L
573.49063	tobramycin	R	Computational Prediction		
573.24274	tobramycin	R	Broth dilution	16	mg/L
573.24336	tobramycin	R	Broth dilution	16	mg/L
573.13545	tobramycin	R	Broth dilution	>8	mg/L
573.13038	tobramycin	R	Broth dilution	>8	mg/L
573.50585	tobramycin	R	Computational Prediction		
573.13616	tobramycin	R	Broth dilution	>8	mg/L
573.14167	tobramycin	S	Broth dilution	<=2	mg/L
573.14365	tobramycin	S	Broth dilution	<=2	mg/L
573.49007	tobramycin	R	Computational Prediction		
573.13577	tobramycin	S	Broth dilution	<=2	mg/L
573.48195	tobramycin	S	Computational Prediction		
573.48991	tobramycin	R	Computational Prediction		
573.13341	tobramycin	R	Broth dilution	>8	mg/L
573.13348	tobramycin	R	Broth dilution	>8	mg/L
573.13562	tobramycin	S	Broth dilution	<=2	mg/L
573.13033	tobramycin	S	Broth dilution	<=2	mg/L
573.13778	tobramycin	R	Broth dilution	>8	mg/L
573.66158	tobramycin	S	Broth dilution		
573.50499	tobramycin	S	Computational Prediction		
573.13847	tobramycin	R	Broth dilution	>8	mg/L
573.50587	tobramycin	S	Computational Prediction		
573.14169	tobramycin	R	Broth dilution	>8	mg/L
573.14078	tobramycin	R	Broth dilution	>8	mg/L
573.5709	tobramycin	R	Broth dilution	8	mg/L
573.13496	tobramycin	R	Broth dilution	>8	mg/L
573.13952	tobramycin	S	Broth dilution	<=2	mg/L
573.14482	tobramycin	S	Broth dilution	<=2	mg/L
573.13032	tobramycin	R	Broth dilution	>8	mg/L
573.5716	tobramycin	R	Broth dilution	8	mg/L
573.46092	tobramycin	S	Broth dilution		
573.49016	tobramycin	R	Computational Prediction		
573.49126	tobramycin	R	Computational Prediction		
573.52166	tobramycin	R	MIC	>16	mg/L
573.14241	tobramycin	R	Broth dilution	>8	mg/L
573.48997	tobramycin	R	Computational Prediction		
573.13974	tobramycin	R	Broth dilution	>8	mg/L
573.14120	tobramycin	R	Broth dilution	>8	mg/L
573.66167	tobramycin	S	Broth dilution		
573.48140	tobramycin	S	Computational Prediction		
573.5646	tobramycin	R	Broth dilution	>64	mg/L
573.15694	tobramycin	R	Disk diffusion		
573.13826	tobramycin	R	Broth dilution	>8	mg/L
573.13825	tobramycin	R	Broth dilution	>8	mg/L
573.13773	tobramycin	R	Broth dilution	>8	mg/L
573.13669	tobramycin	R	Broth dilution	>8	mg/L
573.49080	tobramycin	R	Computational Prediction		
573.13986	tobramycin	R	Broth dilution	>8	mg/L
573.13948	tobramycin	R	Broth dilution	>8	mg/L
573.50602	tobramycin	R	Computational Prediction		
573.49067	tobramycin	S	Computational Prediction		
573.14337	tobramycin	S	Broth dilution	<=2	mg/L
573.15680	tobramycin	R	Disk diffusion		
573.5805	tobramycin	R	Broth dilution	8	mg/L
573.48038	tobramycin	R	Computational Prediction		
573.66147	tobramycin	S	Broth dilution		
573.13512	tobramycin	S	Broth dilution	<=2	mg/L
573.13958	tobramycin	S	Broth dilution	<=2	mg/L
573.67276	tobramycin	R	Broth dilution		
573.15731	tobramycin	R	Disk diffusion		
573.13728	tobramycin	R	Broth dilution	>8	mg/L
573.49072	tobramycin	R	Computational Prediction		
573.13236	tobramycin	R	Broth dilution	>8	mg/L
573.14175	tobramycin	R	Broth dilution	>8	mg/L
573.13753	tobramycin	R	Broth dilution	>8	mg/L
573.13699	tobramycin	R	Broth dilution	>8	mg/L
573.48167	tobramycin	S	Computational Prediction		
573.48172	tobramycin	S	Computational Prediction		
573.13655	tobramycin	R	Broth dilution	>8	mg/L
573.34294	tobramycin	S	Broth dilution		
573.13518	tobramycin	R	Broth dilution	>8	mg/L
573.13332	tobramycin	R	Broth dilution	>8	mg/L
573.13503	tobramycin	R	Broth dilution	>8	mg/L
573.13591	tobramycin	S	Broth dilution	<=2	mg/L
573.50422	tobramycin	S	Computational Prediction		
573.24262	tobramycin	R	Broth dilution	16	mg/L
573.48052	tobramycin	S	Computational Prediction		
573.14195	tobramycin	S	Broth dilution	<=2	mg/L
573.13004	tobramycin	S	Broth dilution	1	mg/L
573.49092	tobramycin	R	Computational Prediction		
573.13917	tobramycin	R	Broth dilution	>8	mg/L
573.50493	tobramycin	S	Computational Prediction		
573.13247	tobramycin	S	Broth dilution	<=2	mg/L
573.34284	tobramycin	S	Broth dilution		
573.15515	tobramycin	S	Broth dilution		
573.50534	tobramycin	R	Computational Prediction		
573.48959	tobramycin	S	Computational Prediction		
573.14226	tobramycin	R	Broth dilution	>8	mg/L
573.13408	tobramycin	S	Broth dilution	<=2	mg/L
573.48246	tobramycin	R	Computational Prediction		
573.50538	tobramycin	S	Computational Prediction		
573.14540	tobramycin	R	Broth dilution	>8	mg/L
573.13185	tobramycin	S	Broth dilution	<=2	mg/L
573.13718	tobramycin	R	Broth dilution	>8	mg/L
573.13267	tobramycin	S	Broth dilution	<=2	mg/L
573.66103	tobramycin	R	Broth dilution		
573.12900	tobramycin	S	Broth dilution	1	mg/L
573.15542	tobramycin	S	Broth dilution		
573.13083	tobramycin	R	Broth dilution	>8	mg/L
573.14253	tobramycin	S	Broth dilution	<=2	mg/L
573.67311	tobramycin	R	Broth dilution		
573.49101	tobramycin	S	Computational Prediction		
573.13787	tobramycin	S	Broth dilution	<=2	mg/L
573.13598	tobramycin	S	Broth dilution	<=2	mg/L
573.13546	tobramycin	R	Broth dilution	>8	mg/L
573.14158	tobramycin	R	Broth dilution	>8	mg/L
573.50482	tobramycin	R	Computational Prediction		
573.49145	tobramycin	R	Computational Prediction		
573.13827	tobramycin	R	Broth dilution	>8	mg/L
573.13682	tobramycin	R	Broth dilution	>8	mg/L
573.49054	tobramycin	R	Computational Prediction		
573.15614	tobramycin	R	Broth dilution		
573.14316	tobramycin	S	Broth dilution	<=2	mg/L
573.13988	tobramycin	R	Broth dilution	>8	mg/L
573.48060	tobramycin	S	Computational Prediction		
573.46099	tobramycin	S	Broth dilution		
573.49103	tobramycin	S	Computational Prediction		
573.12914	tobramycin	R	Broth dilution	>8	mg/L
573.13440	tobramycin	R	Broth dilution	>8	mg/L
573.13036	tobramycin	R	Broth dilution	>8	mg/L
573.13087	tobramycin	S	Broth dilution	<=2	mg/L
573.14127	tobramycin	S	Broth dilution	<=2	mg/L
573.13315	tobramycin	S	Broth dilution	<=2	mg/L
573.13022	tobramycin	S	Broth dilution	1	mg/L
573.48056	tobramycin	S	Computational Prediction		
573.13601	tobramycin	S	Broth dilution	<=2	mg/L
573.14388	tobramycin	R	Broth dilution	>8	mg/L
573.14054	tobramycin	R	Broth dilution	>8	mg/L
573.48085	tobramycin	S	Computational Prediction		
573.18543	tobramycin	R	Broth dilution	>16	mg/L
573.44047	tobramycin	S	Disk diffusion	==20	mm
573.48121	tobramycin	R	Computational Prediction		
573.48226	tobramycin	S	Computational Prediction		
573.13636	tobramycin	S	Broth dilution	<=2	mg/L
573.13878	tobramycin	R	Broth dilution	>8	mg/L
573.48960	tobramycin	R	Computational Prediction		
573.48965	tobramycin	R	Computational Prediction		
573.66108	tobramycin	R	Broth dilution		
573.48134	tobramycin	S	Computational Prediction		
573.14517	tobramycin	S	Broth dilution	<=2	mg/L
573.46113	tobramycin	S	Broth dilution		
573.50544	tobramycin	S	Computational Prediction		
573.48106	tobramycin	S	Computational Prediction		
573.48223	tobramycin	S	Computational Prediction		
573.13756	tobramycin	R	Broth dilution	>8	mg/L
573.49117	tobramycin	R	Computational Prediction		
573.15670	tobramycin	R	Disk diffusion		
573.20062	tobramycin	R	Broth dilution	>16	mg/L
573.15590	tobramycin	S	Broth dilution		
573.24332	tobramycin	R	Broth dilution	16	mg/L
573.14071	tobramycin	S	Broth dilution	<=2	mg/L
573.13970	tobramycin	S	Broth dilution	<=2	mg/L
573.15513	tobramycin	S	Broth dilution		
573.13386	tobramycin	S	Broth dilution	<=2	mg/L
573.48940	tobramycin	S	Computational Prediction		
573.24253	tobramycin	R	Disk diffusion	10	mm
573.50525	tobramycin	S	Computational Prediction		
573.14236	tobramycin	S	Broth dilution	<=2	mg/L
573.15662	tobramycin	R	Disk diffusion		
573.14527	tobramycin	R	Broth dilution	>8	mg/L
573.66169	tobramycin	S	Broth dilution		
573.13508	tobramycin	S	Broth dilution	<=2	mg/L
573.48169	tobramycin	R	Computational Prediction		
573.13491	tobramycin	R	Broth dilution	>8	mg/L
573.13419	tobramycin	R	Broth dilution	>8	mg/L
573.12998	tobramycin	S	Broth dilution	1	mg/L
573.48041	tobramycin	R	Computational Prediction		
573.14152	tobramycin	S	Broth dilution	<=2	mg/L
573.49037	tobramycin	S	Computational Prediction		
573.12904	tobramycin	S	Broth dilution	1	mg/L
573.14139	tobramycin	R	Broth dilution	>8	mg/L
573.66145	tobramycin	S	Broth dilution		
573.50557	tobramycin	S	Computational Prediction		
573.13420	tobramycin	R	Broth dilution	>8	mg/L
573.50568	tobramycin	S	Computational Prediction		
573.13383	tobramycin	S	Broth dilution	<=2	mg/L
573.14398	tobramycin	S	Broth dilution	<=2	mg/L
573.91425	tobramycin	R	MIC	>=16	mg/L
573.91415	tobramycin	R	MIC	>=16	mg/L
573.91418	tobramycin	R	MIC	>=16	mg/L
573.91423	tobramycin	R	MIC	>=16	mg/L
573.91426	tobramycin	R	MIC	>=16	mg/L
573.91454	tobramycin	S	MIC	<=1	mg/L
573.91461	tobramycin	S	MIC	<=1	mg/L
573.91463	tobramycin	S	MIC	<=1	mg/L
573.91473	tobramycin	R	MIC	>=16	mg/L
573.91452	tobramycin	S	MIC	<=1	mg/L
573.91475	tobramycin	S	MIC	<=1	mg/L
573.91451	tobramycin	S	MIC	<=1	mg/L
573.91447	tobramycin	R	MIC	>=16	mg/L
573.91456	tobramycin	R	MIC	>=16	mg/L
573.91453	tobramycin	R	MIC	>=16	mg/L
573.91457	tobramycin	R	MIC	>=16	mg/L
573.26323	ceftazidime	S	Broth dilution		
573.13813	ceftazidime	R	Broth dilution	>16	mg/L
573.26310	ceftazidime	R	Broth dilution		
573.24378	ceftazidime	R	Broth dilution	128	mg/L
573.20062	ceftazidime	R	Broth dilution	>128	mg/L
573.14166	ceftazidime	R	Broth dilution	>16	mg/L
573.13028	ceftazidime	R	Broth dilution	>16	mg/L
573.12984	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.14011	ceftazidime	R	Broth dilution	>16	mg/L
573.46831	ceftazidime	R	Broth dilution	>64	mg/L
573.13506	ceftazidime	R	Broth dilution	>16	mg/L
573.26091	ceftazidime	S	Broth dilution		
573.13945	ceftazidime	R	Broth dilution	>16	mg/L
573.26319	ceftazidime	R	Broth dilution		
573.13908	ceftazidime	R	Broth dilution	>16	mg/L
573.15525	ceftazidime	S	Broth dilution		
573.46099	ceftazidime	S	Broth dilution		
573.13341	ceftazidime	R	Broth dilution	>16	mg/L
573.12914	ceftazidime	R	Broth dilution	>16	mg/L
573.12952	ceftazidime	R	Broth dilution	>16	mg/L
573.14273	ceftazidime	R	Broth dilution	>16	mg/L
573.13022	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.66234	ceftazidime	R	MIC	>=64	mg/L
573.26258	ceftazidime	R	Broth dilution		
573.50741	ceftazidime	R	MIC	>=64	mg/L
573.46065	ceftazidime	R	Broth dilution		
573.31065	ceftazidime	R	Disk diffusion		
573.26291	ceftazidime	S	Broth dilution		
573.5706	ceftazidime	R	Broth dilution	>=64	mg/L
573.13448	ceftazidime	R	Broth dilution	>16	mg/L
573.13961	ceftazidime	R	Broth dilution	>16	mg/L
573.13191	ceftazidime	R	Broth dilution	>16	mg/L
573.5677	ceftazidime	R	Broth dilution	>=64	mg/L
573.46837	ceftazidime	R	Broth dilution	>64	mg/L
573.13322	ceftazidime	R	Broth dilution	>16	mg/L
573.66313	ceftazidime	R	MIC	>=64	mg/L
573.13109	ceftazidime	R	Broth dilution	>16	mg/L
573.13163	ceftazidime	R	Broth dilution	>16	mg/L
573.13899	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13576	ceftazidime	R	Broth dilution	16	mg/L
573.26076	ceftazidime	S	Broth dilution		
573.15686	ceftazidime	R	Disk diffusion		
573.15602	ceftazidime	R	Broth dilution		
573.66484	ceftazidime	R	MIC	>=64	mg/L
573.14179	ceftazidime	R	Broth dilution	>16	mg/L
573.13228	ceftazidime	R	Broth dilution	>16	mg/L
573.15620	ceftazidime	S	Broth dilution		
573.14468	ceftazidime	R	Broth dilution	>16	mg/L
573.14507	ceftazidime	R	Broth dilution	>16	mg/L
573.66506	ceftazidime	R	MIC	>=64	mg/L
573.13356	ceftazidime	R	Broth dilution	>16	mg/L
573.26207	ceftazidime	S	Broth dilution		
573.14164	ceftazidime	R	Broth dilution	>16	mg/L
573.14248	ceftazidime	R	Broth dilution	>16	mg/L
573.26260	ceftazidime	R	Broth dilution		
573.66232	ceftazidime	R	MIC	>=64	mg/L
573.66496	ceftazidime	R	MIC	>=64	mg/L
573.66312	ceftazidime	R	MIC	>=64	mg/L
573.12890	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13931	ceftazidime	R	Broth dilution	>16	mg/L
573.24273	ceftazidime	S	Broth dilution	4	mg/L
573.13362	ceftazidime	R	Broth dilution	>16	mg/L
573.12923	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.15721	ceftazidime	R	Disk diffusion		
573.14245	ceftazidime	R	Broth dilution	>16	mg/L
573.14367	ceftazidime	R	Broth dilution	>16	mg/L
573.24369	ceftazidime	R	Broth dilution	128	mg/L
573.66375	ceftazidime	S	MIC	0.5	mg/L
573.33903	ceftazidime	R	Broth dilution	==32	mg/L
573.13125	ceftazidime	R	Broth dilution	>16	mg/L
573.14545	ceftazidime	R	Broth dilution	>16	mg/L
573.66407	ceftazidime	R	MIC	>=64	mg/L
573.66356	ceftazidime	R	MIC	>=64	mg/L
573.26128	ceftazidime	S	Broth dilution		
573.13186	ceftazidime	R	Broth dilution	>16	mg/L
573.66221	ceftazidime	R	MIC	32	mg/L
573.13545	ceftazidime	R	Broth dilution	>16	mg/L
573.15576	ceftazidime	S	Broth dilution		
573.13754	ceftazidime	S	Broth dilution	2	mg/L
573.1719	ceftazidime	R	Disk diffusion	>8	mg/L
573.14056	ceftazidime	R	Broth dilution	>16	mg/L
573.12861	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.24380	ceftazidime	S	Broth dilution	4	mg/L
573.14536	ceftazidime	R	Broth dilution	>16	mg/L
573.24262	ceftazidime	R	Broth dilution	64	mg/L
573.14200	ceftazidime	R	Broth dilution	>16	mg/L
573.14467	ceftazidime	R	Broth dilution	>16	mg/L
573.12986	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.14432	ceftazidime	R	Broth dilution	>16	mg/L
573.13794	ceftazidime	R	Broth dilution	>16	mg/L
573.14051	ceftazidime	R	Broth dilution	>16	mg/L
573.1734	ceftazidime	R	Disk diffusion	>8	mg/L
573.14408	ceftazidime	R	Broth dilution	>16	mg/L
573.50740	ceftazidime	R	MIC	>=64	mg/L
573.66329	ceftazidime	R	MIC	>=64	mg/L
573.66551	ceftazidime	R	MIC	>=64	mg/L
573.12915	ceftazidime	S	Broth dilution	1	mg/L
573.12778	ceftazidime	R	Broth dilution	>256	mg/L
573.14003	ceftazidime	R	Broth dilution	>16	mg/L
573.13335	ceftazidime	R	Broth dilution	16	mg/L
573.13285	ceftazidime	R	Broth dilution	>16	mg/L
573.13221	ceftazidime	R	Broth dilution	>16	mg/L
573.5719	ceftazidime	R	Broth dilution	>=64	mg/L
573.15649	ceftazidime	R	Disk diffusion		
573.26277	ceftazidime	S	Broth dilution		
573.14176	ceftazidime	R	Broth dilution	>16	mg/L
573.9721	ceftazidime	R	Broth dilution	>128	mg/L
573.66320	ceftazidime	R	MIC	>=64	mg/L
573.24373	ceftazidime	R	Broth dilution	128	mg/L
573.15559	ceftazidime	S	Broth dilution		
573.14544	ceftazidime	R	Broth dilution	16	mg/L
573.13872	ceftazidime	R	Broth dilution	16	mg/L
573.13949	ceftazidime	R	Broth dilution	>16	mg/L
573.66305	ceftazidime	R	MIC	>=64	mg/L
573.66261	ceftazidime	R	MIC	>=64	mg/L
573.66363	ceftazidime	R	MIC	>=64	mg/L
573.26155	ceftazidime	S	Broth dilution		
573.13632	ceftazidime	R	Broth dilution	>16	mg/L
573.14446	ceftazidime	R	Broth dilution	>16	mg/L
573.66424	ceftazidime	R	MIC	>=64	mg/L
573.66465	ceftazidime	R	MIC	32	mg/L
573.66533	ceftazidime	R	MIC	>=64	mg/L
573.13769	ceftazidime	R	Broth dilution	>16	mg/L
573.14132	ceftazidime	R	Broth dilution	>16	mg/L
573.15608	ceftazidime	S	Broth dilution		
573.66488	ceftazidime	R	MIC	>=64	mg/L
573.26095	ceftazidime	R	Broth dilution		
573.13714	ceftazidime	R	Broth dilution	>16	mg/L
573.13309	ceftazidime	R	Broth dilution	>16	mg/L
573.26190	ceftazidime	S	Broth dilution		
573.13894	ceftazidime	R	Broth dilution	>16	mg/L
573.13432	ceftazidime	R	Broth dilution	>16	mg/L
573.26106	ceftazidime	S	Broth dilution		
573.13708	ceftazidime	R	Broth dilution	>16	mg/L
573.32139	ceftazidime	R	Broth dilution	==32	mg/L
573.7362	ceftazidime	R	Broth dilution	==32	mg/L
573.13594	ceftazidime	R	Broth dilution	>16	mg/L
573.15674	ceftazidime	R	Disk diffusion		
573.15517	ceftazidime	S	Broth dilution		
573.26086	ceftazidime	S	Broth dilution		
573.13094	ceftazidime	R	Broth dilution	>16	mg/L
573.24399	ceftazidime	R	Broth dilution	128	mg/L
573.13199	ceftazidime	R	Broth dilution	>16	mg/L
573.13509	ceftazidime	R	Broth dilution	16	mg/L
573.13617	ceftazidime	R	Broth dilution	>16	mg/L
573.24430	ceftazidime	R	Broth dilution	128	mg/L
573.13875	ceftazidime	R	Broth dilution	>16	mg/L
573.66438	ceftazidime	R	MIC	>=64	mg/L
573.14528	ceftazidime	R	Broth dilution	>16	mg/L
573.13866	ceftazidime	R	Broth dilution	>16	mg/L
573.26162	ceftazidime	R	Broth dilution		
573.24421	ceftazidime	R	Broth dilution	128	mg/L
573.14098	ceftazidime	R	Broth dilution	>16	mg/L
573.17927	ceftazidime	R	Broth dilution	>128	mg/L
573.24340	ceftazidime	R	Broth dilution	128	mg/L
573.13526	ceftazidime	R	Broth dilution	>16	mg/L
573.14389	ceftazidime	R	Broth dilution	>16	mg/L
573.15571	ceftazidime	S	Broth dilution		
573.14361	ceftazidime	R	Broth dilution	>16	mg/L
573.13549	ceftazidime	S	Broth dilution	1	mg/L
573.13247	ceftazidime	R	Broth dilution	>16	mg/L
573.12872	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13487	ceftazidime	R	Broth dilution	>16	mg/L
573.14364	ceftazidime	R	Broth dilution	>16	mg/L
573.13822	ceftazidime	R	Broth dilution	>16	mg/L
573.26262	ceftazidime	R	Broth dilution		
573.66513	ceftazidime	R	MIC	>=64	mg/L
573.24385	ceftazidime	R	Broth dilution	128	mg/L
573.13301	ceftazidime	R	Broth dilution	>16	mg/L
573.24300	ceftazidime	R	Broth dilution	64	mg/L
573.15598	ceftazidime	S	Broth dilution		
573.66285	ceftazidime	R	MIC	>=64	mg/L
573.13351	ceftazidime	R	Broth dilution	>16	mg/L
573.5665	ceftazidime	R	Broth dilution	16	mg/L
573.13148	ceftazidime	R	Broth dilution	>16	mg/L
573.14068	ceftazidime	R	Broth dilution	>16	mg/L
573.66225	ceftazidime	R	MIC	>=64	mg/L
573.14437	ceftazidime	R	Broth dilution	>16	mg/L
573.13069	ceftazidime	R	Broth dilution	>16	mg/L
573.14378	ceftazidime	R	Broth dilution	>16	mg/L
573.5638	ceftazidime	R	Broth dilution	>=64	mg/L
573.13166	ceftazidime	R	Broth dilution	16	mg/L
573.31067	ceftazidime	R	Disk diffusion		
573.46864	ceftazidime	R	Broth dilution	>64	mg/L
573.14500	ceftazidime	R	Broth dilution	>16	mg/L
573.5682	ceftazidime	R	Broth dilution	>=64	mg/L
573.24419	ceftazidime	R	Broth dilution	128	mg/L
573.12927	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13245	ceftazidime	R	Broth dilution	>16	mg/L
573.12932	ceftazidime	R	Broth dilution	>16	mg/L
